prediction_key,session_id,judgment_frozen,evidence_strength_recorded,outcome_url_count,prediction_locator_present,primary_evidence_url,secondary_evidence_url,admissible_source_type_frozen,priority,review_action,review_status,review_note_url,new_evidence_url,new_evidence_accessed_at,proposed_addendum_judgment
130-CCC-2017-061-06,CCC-2017-061,not_fulfilled,strong,2,1,https://www.abiresearch.com/press/fingerprint-sensor-shipments-reach-126-billion-2019-despite-growth-from-face-recognition,https://www.counterpointresearch.com/insights/one-billion-smartphones-feature-face-recognition-2020/,smartphone_market_research_shipment_data_and_manufacturer_specifications,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
23-CCC-2018-085-01,CCC-2018-085,indeterminate,weak,0,1,,,product_teardowns_engineering_surveys_and_market_catalogues,P1,Buscar fuente admisible para el umbral congelado; documentar búsquedas negativas,not_started,,,,
23-CCC-2018-085-02,CCC-2018-085,fulfilled,strong,2,1,https://www.ftc.gov/system/files/documents/reports/internet-things-privacy-security-connected-world/final_iot_report.pdf,https://arxiv.org/abs/1911.03447,regulator_network_measurement_privacy_disclosures_and_technical_studies,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
23-CCC-2018-085-03,CCC-2018-085,fulfilled,strong,2,1,https://forums.wyze.com/t/updated-01-06-20-data-leak-12-26-2019/79046,https://www.vpnmentor.com/blog/report-orvibo-leak/,breach_notices_CERT_vendor_primary_incident_and_technical_reporting,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
23-CCC-2018-085-04,CCC-2018-085,fulfilled,moderate,2,1,https://support.apple.com/guide/security/gatekeeper-and-runtime-protection-sec5599b66df/web,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-overview,vendor_security_records_exploited_vulnerability_catalogues_and_independent_research,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
23-CCC-2018-085-06,CCC-2018-085,indeterminate,moderate,2,1,https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf,https://www.microsoft.com/en-us/security/business/security-intelligence-report,comparable_endpoint_telemetry_malware_reports_and_incident_datasets,P2,"Revisar conflicto, cobertura y suficiencia de fuentes existentes",not_started,,,,
23-CCC-2018-085-07,CCC-2018-085,indeterminate,moderate,2,1,https://apwg.org/trendsreports/,https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf,annual_phishing_fraud_incident_reports_and_primary_campaign_analysis,P2,"Revisar conflicto, cobertura y suficiencia de fuentes existentes",not_started,,,,
44-VB-2015-P02-01,VB-2015-P02,indeterminate,moderate,2,1,https://eur-lex.europa.eu/eli/dir/2015/2366/oj,https://usa.visa.com/support/consumer/visa-rules.html,payment_network_regulatory_and_legislative_primary_material,P2,"Revisar conflicto, cobertura y suficiencia de fuentes existentes",not_started,,,,
30-CCC-2018-076-02,CCC-2018-076,fulfilled,strong,2,1,https://www.justice.gov/opa/pr/two-iranian-nationals-charged-cyber-enabled-campaign-threaten-and-influence-american-voters,https://www.dni.gov/files/ODNI/documents/assessments/ICA-declass-16MAR21.pdf,official_US_intelligence_law_enforcement_congressional_or_judicial_sources,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
30-CCC-2018-076-03,CCC-2018-076,fulfilled,strong,2,1,https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/,https://www.govinfo.gov/content/pkg/CRPT-117hrpt663/pdf/CRPT-117hrpt663.pdf,official_election_results_plus_reputable_national_probability_sample_surveys,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
131-CCC-2015-056-04,CCC-2015-056,fulfilled,moderate,2,1,https://arxiv.org/abs/2006.14662,https://arxiv.org/abs/2011.02787,job_posting_data_professional_programs_and_employer_records,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
136-CCC-2017-062-01,CCC-2017-062,not_fulfilled,strong,2,1,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,official_chinese_policy_implementation_legal_scholarship_and_authoritative_reporting,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
136-CCC-2017-062-02,CCC-2017-062,not_fulfilled,strong,2,1,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,official_specs_regulator_records_and_authoritative_system_analysis,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
136-CCC-2017-062-03,CCC-2017-062,not_fulfilled,strong,1,1,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,,official_design_records_comparative_policy_research_and_authoritative_analysis,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
136-CCC-2017-062-04,CCC-2017-062,not_fulfilled,moderate,1,1,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,,official_rules_legal_research_and_authoritative_investigative_reporting,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
49-CCC-2018-074-01,CCC-2018-074,fulfilled,strong,2,1,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,https://www.uscc.gov/research/chinas-corporate-social-credit-system-context-competition-technology-and-geopolitics,Chinese_government_primary_material_and_independent_specialist_analysis,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
30-CCC-2018-076-08,CCC-2018-076,not_fulfilled,strong,2,1,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,https://www.congress.gov/bill/116th-congress/senate-bill/1540,official_Congress_gov_and_Statutes_at_Large,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
126-CCC-2016-058-01,CCC-2016-058,fulfilled,strong,2,1,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,https://www.congress.gov/bill/115th-congress/senate-bill/2261,official_federal_legislative_records_and_authoritative_election_law_histories,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
31-VB-2016-P01-06,VB-2016-P01,fulfilled,strong,2,1,https://www.av-comparatives.org/tests/advanced-endpoint-protection-test/,https://av-comparatives.org/tests/endpoint-prevention-response-epr-test-2021/,independent_AMTSO_aligned_or_equivalent_endpoint_tests,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
31-VB-2016-P01-07,VB-2016-P01,fulfilled,strong,2,1,https://www.av-comparatives.org/tests/business-security-test-2021-august-november/,https://www.av-test.org/en/antivirus/business-windows-client/,independent_testing_laboratory_certification_archives,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
31-VB-2016-P01-08,VB-2016-P01,fulfilled,strong,2,1,https://av-comparatives.org/tests/endpoint-prevention-response-epr-test-2021/,https://attack.mitre.org/evaluations/enterprise/,vendor_technical_documentation_plus_independent_tests_or_evaluations,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
31-VB-2016-P01-09,VB-2016-P01,fulfilled,strong,2,1,https://www.av-comparatives.org/wp-content/uploads/2021/07/avc_biz_2021_07.pdf,https://attack.mitre.org/evaluations/enterprise/,vendor_product_archives_and_independent_market_or_test_reports,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
31-VB-2016-P01-10,VB-2016-P01,fulfilled,moderate,2,1,https://learn.microsoft.com/en-us/defender-endpoint/device-control-overview,https://www.broadcom.com/products/cyber-security/information-protection/data-loss-prevention,vendor_technical_archives_plus_independent_evaluations_or_incident_case_studies,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
31-VB-2016-P01-11,VB-2016-P01,fulfilled,strong,2,1,https://learn.microsoft.com/en-us/microsoft-365/security/defender-endpoint/microsoft-defender-endpoint,https://support.apple.com/guide/security/intro-to-app-security-sec35dd877d0/web,official_platform_release_security_documentation_plus_independent_technical_analysis,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
112-CCC-2012-034-01,CCC-2012-034,fulfilled,strong,2,1,https://learn.microsoft.com/en-us/lifecycle/announcements/internet-explorer-11-end-of-support,https://gs.statcounter.com/browser-market-share/all/worldwide/2022,browser_usage_analytics_vendor_telemetry_and_authoritative_web_compatibility_reports,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
93-BHKEY-2015-01-01,BHKEY-2015-01,not_fulfilled,moderate,2,1,https://content.naic.org/sites/default/files/inline-files/2025_Cybersecurity_Insurance%20Report.pdf,https://www.mckinsey.com/~/media/mckinsey/business%20functions/risk/our%20insights/mckinsey-on-risk-number-18/mckinsey-on-risk-and-resilience-issue-18.pdf,independent_budget_surveys_insurance_market_studies_and_audited_organizational_financial_records,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
27-CCC-2012-032-01,CCC-2012-032,fulfilled,strong,2,1,https://ustr.gov/ttip,https://www.usitc.gov/publications/332/pub4481.pdf,official_EU_US_negotiating_documents_or_contemporaneous_primary_statements,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
27-CCC-2012-032-02,CCC-2012-032,fulfilled,moderate,2,1,https://ustr.gov/about-us/policy-offices/press-office/blog/2013/june/2013-Joint-Strategic-Plan-Release,https://www.europarl.europa.eu/legislative-train/carriage/ttip-intellectual-property-geographical-indications/report?sid=601,official_EU_US_negotiating_documents_or_contemporaneous_primary_statements,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
27-CCC-2012-032-03,CCC-2012-032,not_fulfilled,strong,2,1,https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/united-states/eu-negotiating-texts-ttip_en,https://ustr.gov/ttip,official_negotiating_texts_plus_contemporaneous_authenticated_TPP_text,P4,Preservar y comprobar los localizadores existentes,not_started,,,,
