selection_order,session_id,candidate_order,prediction_key,deadline,judgment,judgment_binary_primary,evidence_strength,primary_evidence_url,secondary_evidence_url,evidence_date_or_period,evidence_summary,threshold_application,conflict_or_missing_application,coder,evaluated_at,notes
41,CCC-2011-031,03,41-CCC-2011-031-03,2012-12-31,fulfilled,1,strong,https://www.globenewswire.com/news-release/2012/09/25/492510/13741/en/HID-Global-Completes-World-s-First-Series-of-NFC-Enabled-Smartphone-Pilots-That-Open-Doors-in-the-Enterprise.html,https://www.rfidjournal.com/news/assa-abloy-creates-nfc-solution-that-uses-phones-to-open-doors-grant-computer-access/83855/,2012,"HID documented NFC-enabled Galaxy S III phones storing provisioned credentials and opening enterprise doors in completed Netflix and Good Technology pilots; ASSA ABLOY separately described its commercial Seos mobile-access solution.","At least one commercially supplied handset-and-reader system was deployed for real physical access by year end.","The pilots involved actual workplace doors and users, not a laboratory-only demonstration.",Codex,2026-08-08,"Strong contemporary vendor evidence with named deployment sites."
41,CCC-2011-031,04,41-CCC-2011-031-04,2012-12-31,indeterminate,,weak,,,2011-2012,"Contemporary releases show growth in signed-boot and store-restricted devices, but no preserved source supplies a reproducible, fixed-vendor product-family census for both 2011 and 2012.","The required year-over-year count cannot be calculated under identical coding rules.","Anecdotal prominence and unit sales were not substituted for the preregistered family count.",Codex,2026-08-08,"The prediction is plausible but its frozen trend test is not recoverable."
41,CCC-2011-031,05,41-CCC-2011-031-05,2012-12-31,not_fulfilled,0,moderate,https://www.enisa.europa.eu/publications/info-notes/spam-and-phishing-in-q3-2012,https://securelist.com/spam-in-2012/36683/,2012,"Major contemporaneous spam reviews describe attachment, link, obfuscation and social-engineering techniques but document no campaign using valid PGP encryption or signatures principally to evade content filters.","No qualifying campaign was identified in broad 2012 spam reporting.","Ordinary encrypted transport, password-protected archives and spoofed signature blocks were excluded.",Codex,2026-08-08,"Non-fulfilment rests on broad specialist coverage rather than proof of universal absence."
41,CCC-2011-031,06,41-CCC-2011-031-06,2012-12-31,not_fulfilled,0,moderate,https://www.enisa.europa.eu/publications/info-notes/spam-and-phishing-in-q3-2012,,2012,"The audit found no documented material provider that blocked encrypted mail by default in 2012 together with evidence that users consequently suppressed or abandoned encrypted communication.","Neither a complete qualifying paired event nor its behavioral consequence was documented.","Generic attachment blocking and inability to inspect encrypted payloads do not satisfy the two-part rule without measured or reported abandonment.",Codex,2026-08-08,"The causal behavioral element makes this a clear threshold miss in the available record."
41,CCC-2011-031,07,41-CCC-2011-031-07,2012-12-31,fulfilled,1,strong,https://www.5gtechnologyworld.com/sensory-brings-voice-activation-to-the-samsung-galaxy-hi-galaxy/,https://news.samsung.com/global/samsung-galaxy-s-iii-designed-for-humans-and-inspired-by-nature,2012,"Samsung's mass-market Galaxy S II, Note and S III incorporated Sensory's low-power TrulyHandsfree trigger; contemporary documentation describes the system as always-on and always-listening and activated by the phrase 'Hi Galaxy.'","A qualifying mass-market handset family with continuous local trigger detection was released in 2012.","The trigger detector, rather than continuous cloud recording, is the capability frozen by the prediction.",Codex,2026-08-08,"Fulfilled earlier than the better-known 2013 Moto X implementation."
41,CCC-2011-031,08,41-CCC-2011-031-08,2012-12-31,indeterminate,,weak,,,2011-2012,"Many prominent privacy disputes occurred in both years, but no preregistered archive or reproducible search frame yields comparable deduplicated controversy counts for 2011 and 2012.","The required year-over-year comparison cannot be reconstructed reliably.","News volume and subjective prominence were not treated as counts of distinct controversies.",Codex,2026-08-08,"A broad and elastic outcome defeats stable retrospective enumeration."
51,BHPRO-2012-03,08,51-BHPRO-2012-03-08,2013-12-31,indeterminate,,moderate,https://newgtlds.icann.org/en/blog/first-delegation-21oct13-en,https://www.icann.org/en/announcements/details/new-gtld-collision-occurrence-management-plan-frequently-asked-questions-3-12-2013-en,2013,"ICANN delegated the first four non-Latin new gTLDs in October 2013 and published operational root-query analyses, but the preserved 2013 material does not show one of those newly delegated IDN labels in an enterprise SIEM, DNS or security log after delegation.","Delegation alone does not meet the frozen operational-log-example threshold.","DITL observations of applied-for strings before delegation and existing IDN country-code domains were excluded as specified.",Codex,2026-08-08,"Near fulfilment, but the prediction deliberately required the observable logging consequence."
100,CCC-2010-028,04,100-CCC-2010-028-04,2013-12-29,indeterminate,,weak,,,2013,"Interactive calculation-bearing government PDF forms were widespread, especially in tax and benefits workflows, but the audit could not document ten distinct authorities across three jurisdictions with preserved primary files and qualifying script behavior.","The numerical and jurisdictional threshold remains unverified.","Static fillable PDFs and third-party form mirrors were excluded; present-day files cannot prove the feature existed by the deadline.",Codex,2026-08-08,"Web-archive loss prevents a defensible authority-level census."
104,CCC-2010-024,01,104-CCC-2010-024-01,2013-12-31,not_fulfilled,0,strong,https://www.gesetze-im-internet.de/bmg/,https://dserver.bundestag.de/btd/17/077/1707746.pdf,2013,"Germany enacted a uniform Federal Registration Act, but the operative design retained municipal registration authorities and federated register queries rather than proposing consolidation into a federal population database or centralized federal access service.","No qualifying federal consolidation or centralized-access proposal was identified by year end.","A nationally uniform legal framework was not equated with a centralized population register.",Codex,2026-08-08,"The forecast conflated federal legislation with federal data centralization."
127,CCC-2012-037,01,127-CCC-2012-037-01,2013-12-31,fulfilled,1,moderate,https://securelist.com/mobile-malware-evolution-2013/58335/,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2013-overview-of-current-and-emerging-cyber-threats,2013,"Systematic 2013 mobile-malware and threat-landscape reviews cover SMS fraud, banking theft, surveillance, botnets and privilege abuse but report no deployed malware hijacking a context-aware mobile assistant's query or recommendation output.","The required negative condition holds across broad contemporaneous threat coverage.","Generic search redirection and adware were excluded unless they intercepted an assistant-specific contextual exchange.",Codex,2026-08-08,"Moderate rather than strong because absence can only be established through coverage."
127,CCC-2012-037,02,127-CCC-2012-037-02,2013-12-31,fulfilled,1,strong,https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity,https://www.fda.gov/media/102583/download,2013,"The FDA issued a June 2013 safety communication and draft premarket cybersecurity guidance. Independent 2013 research, specialist reporting and government exercises generated well over five substantive items across multiple sources concerning networked implants, pumps and hospital devices.","The regulator communication plus the frozen five-item and three-source salience thresholds were met.","Repeated reports of one demonstration were deduplicated; the FDA actions, distinct device research and separate government exercise coverage remain sufficient.",Codex,2026-08-08,"A clear agenda-setting year for medical-device cybersecurity."
127,CCC-2012-037,03,127-CCC-2012-037-03,2013-12-31,indeterminate,,weak,,,2013,"Records discuss validation burdens and patching constraints for medical and industrial systems, but the audit could not verify three distinct 2013 records spanning two safety-critical sectors that explicitly make the required causal link.","The cross-sector three-record threshold remains unverified.","General claims that legacy systems are hard to patch were excluded unless certification, safety approval or a qualified configuration was expressly identified.",Codex,2026-08-08,"The phenomenon is credible but the exact 2013 evidentiary bundle is incomplete."
27,CCC-2012-032,04,27-CCC-2012-032-04,2014-06-30,fulfilled,1,strong,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014L0026,,2014-H1,"The only material copyright measure adopted by the deadline was the narrowly scoped collective-rights-management directive; no broad reform of EU copyright's substantive exclusive rights, limitations or digital-market framework was finally adopted.","The preregistered negative condition held through 30 June 2014.","Consultations and pending proposals were excluded because the rule required final adoption; the 2014 directive did not meet the frozen substantive-reform definition.",Codex,2026-08-08,"The later Digital Single Market reform falls outside the horizon."
34,CCC-2013-034,08,34-CCC-2013-034-08,2014-12-31,not_fulfilled,0,moderate,https://biometrics.mainguet.org/appli/appli_smartphones_history.htm,https://www.biometricupdate.com/wp-content/uploads/2014/08/Mobile-Biometric-Authentication-Report.pdf,2014,"A model-level census identified fingerprint phones from Samsung, Huawei, Meizu, Oppo and several smaller Asian vendors, but fewer than ten clearly qualifying 2014 announcements could be verified across five non-Apple manufacturers.","The combined ten-model and five-manufacturer threshold was not met on classifiable contemporary records.","2013 announcements, tablets, later regional variants and duplicate carrier versions were excluded.",Codex,2026-08-08,"Adoption accelerated, but the frozen threshold was intentionally demanding."
34,CCC-2013-034,09,34-CCC-2013-034-09,2014-12-31,not_fulfilled,0,moderate,https://srlabs.de/bites/spoofing-fingerprints,https://techcrunch.com/2014/04/15/samsung-galaxy-s5-fingerprint-sensor/,2014,"SRLabs reproducibly bypassed the Galaxy S5 fingerprint reader with a lifted-print spoof, but the audit found no second distinct non-Apple smartphone introduced in 2014 with a qualifying public bypass by year end.","One verified model falls short of the required two.","Repetition of the Galaxy S5 demonstration and attacks on Apple's 2013 iPhone were deduplicated or excluded.",Codex,2026-08-08,"A precise one-model near miss."
34,CCC-2013-034,10,34-CCC-2013-034-10,2014-12-31,not_fulfilled,0,strong,https://news.samsung.com/global/10-sensors-of-galaxy-s5-heart-rate-finger-scanner-and-more,https://consumer.huawei.com/en/press/news/2014/ifa2014-mate7/,2014,"Major 2014 fingerprint smartphones stored and matched templates in protected on-device environments; Samsung explicitly stated each device encrypted its fingerprint data so even Samsung could not decode it. No majority using remote cloud matching was documented.","The remote-matching share was not above 50 percent and the dominant classifiable architecture was local.","Cloud account use and remote payment authorization were not equated with transmitting fingerprint templates for matching.",Codex,2026-08-08,"Strong directional contradiction to the predicted architecture."
34,CCC-2013-034,11,34-CCC-2013-034-11,2014-12-31,indeterminate,,weak,,,2014,"UEFI firmware was standard at major PC OEMs and supported updateable components, but preserved 2014 product documentation did not establish post-manufacture loadable modules as a promoted capability of a newly introduced product line.","The exact product-line and promoted-capability threshold remains unverified.","Routine whole-firmware updates and internal modular architecture were excluded.",Codex,2026-08-08,"Technically plausible but not evidenced at the frozen marketing/documentation level."
34,CCC-2013-034,12,34-CCC-2013-034-12,2014-12-31,indeterminate,,moderate,https://www.cs.tau.ac.il/~tromer/acoustic/,https://arxiv.org/abs/1411.0237,2014,"2014 produced important acoustic and electromagnetic leakage demonstrations, but the audit could not confirm three independent teams recovering cryptographic secrets or authentication credentials across two qualifying channel categories within the calendar year.","The three-team, two-category conjunction remains unverified.","Device fingerprinting and exfiltration without recovery of a secret or credential were excluded.",Codex,2026-08-08,"Salience rose, but the preregistered evidentiary bundle is incomplete."
34,CCC-2013-034,13,34-CCC-2013-034-13,2014-12-31,fulfilled,1,moderate,https://arxiv.org/abs/1403.5727,https://arxiv.org/abs/1408.1416,2014,"Independent research showed that unpermissioned smartphone motion sensors could infer sensitive user input and uniquely fingerprint devices, causing sensor access to be treated as a security and credential-exposure problem.","The research branch was met by multiple independent teams by year end.","Pure activity recognition was excluded; qualifying work demonstrated security-relevant inference or identification.",Codex,2026-08-08,"Fulfilled through research even without a major platform mitigation."
34,CCC-2013-034,14,34-CCC-2013-034-14,2014-12-31,indeterminate,,weak,,,2014,"Baseband research disclosed serious modem attack surfaces in 2014, but the audit could not verify a remotely exploitable flaw, a public practical demonstration and authoritative exposure of at least one million deployed devices in the same qualifying record.","The compound exploitability-and-scale threshold remains unverified.","Local host-to-modem flaws, malicious-firmware assumptions and unquantified protocol weaknesses were excluded.",Codex,2026-08-08,"The broad 'baseband apocalypse' narrative outruns the preserved 2014 evidence."
20,CCC-2012-033,01,20-CCC-2012-033-01,2015-12-27,fulfilled,1,strong,https://global.toyota/en/detail/4228471/,https://pressroom.toyota.com/?generate_pdf=10570,2015,"Toyota commercialized ITS Connect on production vehicles in Japan in 2015, using dedicated short-range radio for vehicle-to-vehicle and vehicle-to-infrastructure safety communication.","At least one automaker commercially offered a qualifying factory-installed production model before the deadline.","Forward announcements were corroborated by Toyota's later official commercialization record.",Codex,2026-08-08,"Clear fulfilment at the deadline year."
123,CCC-2014-048,01,123-CCC-2014-048-01,2015-12-31,fulfilled,1,strong,https://learn.microsoft.com/en-us/windows/deployment/update/waas-overview,https://www.eff.org/deeplinks/2015/08/windows-10-microsoft-blatantly-disregards-user-choice-and-privacy-deep-dive,2015,"Windows 10 materially expanded automatic and, for consumer editions, effectively mandatory updating; the change generated sustained controversy across major technology and policy outlets within weeks of launch.","One major platform change and well over five reports across three independent sources occurred within a 90-day window.","Coverage of telemetry alone was excluded; the qualifying controversy specifically concerned forced or non-consensual updates.",Codex,2026-08-08,"A conspicuous and well-documented 2015 peak."
123,CCC-2014-048,02,123-CCC-2014-048-02,2015-12-31,fulfilled,1,strong,https://www.nhtsa.gov/technology-innovation/automated-vehicles-safety,https://waymo.com/blog/2015/05/google-self-driving-car-project,2015,"Autonomous road vehicles received extensive 2015 attention from regulators, automakers, technology firms, professional bodies and general news, easily exceeding ten substantive items across five sources and multiple source types.","The frozen volume, source-diversity and source-type thresholds were exceeded.","Driver-assistance stories were excluded unless they addressed automated driving as defined.",Codex,2026-08-08,"A high-confidence salience outcome."
123,CCC-2014-048,03,123-CCC-2014-048-03,2015-12-31,indeterminate,,weak,,,2015,"Hotel Wi-Fi providers used captive portals, analytics and content injection, but the audit could not tie a named zero-price guest offering by the deadline to qualifying provider-side interception or an explicitly traffic-funded business model using preserved operational evidence.","The required named offering plus monetization/interception mechanism remains unverified.","Hotels charging for access, blocking personal hotspots, or collecting ordinary registration details did not qualify by themselves.",Codex,2026-08-08,"A plausible business practice with insufficient contemporaneous traceability."
92,CCC-2014-045,01,92-CCC-2014-045-01,2016-12-28,not_fulfilled,0,strong,https://eur-lex.europa.eu/eli/reg/2015/758/oj,https://ec.europa.eu/commission/presscorner/detail/en/IP_18_2263,2016,"EU legislation required new vehicle types to carry eCall only from 31 March 2018. Before that mandate, deployments were optional and no evidence shows standard fitment in a majority of new models by December 2016.","The greater-than-50-percent standard-equipment threshold was not reached by the deadline.","Optional proprietary emergency-call systems and future type approvals were not counted as standard EU eCall fitment.",Codex,2026-08-08,"The prediction was roughly two years early."
131,CCC-2015-056,01,131-CCC-2015-056-01,2016-12-31,fulfilled,1,strong,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/razavi,https://www.vusec.net/projects/flip-feng-shui/,2016,"Flip Feng Shui demonstrated controlled cross-VM Rowhammer exploitation, while Drammer independently demonstrated deterministic Rowhammer exploitation on Android mobile devices.","Two distinct 2016 publications added new practical target classes and security impacts beyond the original work.","Follow-up descriptions of the same exploit were deduplicated; cross-VM and mobile exploitation count separately.",Codex,2026-08-08,"A clear continuation and diversification of Rowhammer."
131,CCC-2015-056,02,131-CCC-2015-056-02,2016-12-31,fulfilled,1,moderate,https://www.ftc.gov/system/files/documents/reports/big-data-growing-concern-class-action-fairness-report-workshop/big_data_growing_concern_class_action_fairness_report_workshop.pdf,https://journals.sagepub.com/doi/10.1177/0306422016643031,2016,"Contemporary smart-TV documentation and privacy analysis showed voice and viewing data flowing from mass-market televisions to the device maker, speech-processing vendors and advertising or analytics parties.","A named mass-market smart-TV class transmitted data to at least three organizationally distinct recipients including non-brand parties.","Basic infrastructure endpoints were excluded; recipients performing speech, audience measurement or advertising functions were counted.",Codex,2026-08-08,"Moderate because recipient mappings varied by model and region."
131,CCC-2015-056,03,131-CCC-2015-056-03,2016-12-31,not_fulfilled,0,moderate,https://eur-lex.europa.eu/eli/reg/2015/2120/oj,https://trai.gov.in/sites/default/files/Regulation_Data_Service.pdf,2016,"Rather than a qualifying deterioration, enforceable EU open-internet rules took effect and India adopted strong rules against discriminatory data-service tariffs in 2016. No jurisdiction representing five percent of global users was shown repealing a safeguard that year.","Neither the jurisdictional weakening nor permitted paid-prioritization branch was met.","Political proposals and later US repeal activity were excluded from the 2016 window.",Codex,2026-08-08,"The forecast direction materialized later in the United States, not within its horizon."
131,CCC-2015-056,05,131-CCC-2015-056-05,2016-12-31,fulfilled,1,strong,https://www.apple.com/customer-letter/,https://www.govinfo.gov/content/pkg/CHRG-114shrg26536/pdf/CHRG-114shrg26536.pdf,2016,"Apple litigated the FBI's demand to create bypass software, while Google, Microsoft, Facebook, Amazon and other major firms publicly opposed exceptional-access mandates and filed supporting briefs; the Burr-Feinstein encryption bill added a legislative branch.","Multiple major companies opposed the demands and the dispute generated both litigation and proposed national legislation.","General privacy disputes were excluded; the evidence directly concerns compelled weakening or bypass of encryption.",Codex,2026-08-08,"One of the corpus's most conspicuous fulfilments."
31,VB-2016-P01,02,31-VB-2016-P01-02,2016-12-31,not_fulfilled,0,moderate,https://www.crunchbase.com/hub/cyber-security-acquired-companies,https://www.securityweek.com/security-mergers-and-acquisitions/,2016-Q4,"The post-talk window ran from 7 October through 31 December 2016. A transaction search did not identify three distinct qualifying endpoint-security vendor acquisitions announced during that short interval.","Fewer than three qualifying acquisitions were announced after the talk and before year end.","Deals announced before the talk, general network-security targets and minority investments were excluded.",Codex,2026-08-08,"The directional consolidation claim was plausible but missed its unusually short frozen window."
51,BHPRO-2012-03,02,51-BHPRO-2012-03-02,2017-07-26,fulfilled,1,strong,https://www.google.com/intl/en/ipv6/statistics.html,https://www.internetsociety.org/resources/2017/state-of-ipv6-deployment-2017/,2017,"Global IPv6 use exceeded ten percent well before July 2017, and major fixed and mobile operators documented dual-stack production in which endpoints received globally routable IPv6 while retaining IPv4 service through provider or customer NAT.","The measurement threshold and the alternative major-operator-production branch were both met.","IPv6 tunnels were excluded; the cited deployment reporting concerns native provider IPv6 alongside IPv4.",Codex,2026-08-08,"A robust architectural transition prediction."
51,BHPRO-2012-03,03,51-BHPRO-2012-03-03,2017-07-26,fulfilled,1,moderate,https://www.cisco.com/c/en/us/td/docs/solutions/Enterprise/Campus/CampIPv6.html,https://www.rfc-editor.org/rfc/rfc7381.html,2017,"Enterprise IPv6 deployment guides and validated designs consistently assigned global unicast addresses internally while prescribing route filtering, ACLs and perimeter policy to withhold external reachability from designated subnets.","At least five independently instantiated vendor or enterprise designs met both global-address and selective-nonpublic-routing elements.","Stateful firewalling alone was not counted unless the design also specified routing or reachability policy.",Codex,2026-08-08,"Moderate because several deployments inherit a common vendor reference design."
51,BHPRO-2012-03,04,51-BHPRO-2012-03-04,2017-07-26,indeterminate,,weak,,,2017,"Authenticated web proxies and identity-aware gateways were widely deployed, but preserved documentation rarely tied their identity correlation specifically to changing dual-stack IPv4/IPv6 addresses as the frozen rule requires.","Three explicit qualifying architectures could not be verified.","Generic user-aware proxying without the dual-stack correlation rationale was excluded.",Codex,2026-08-08,"The function existed, but the predicted causal framing is not recoverable."
51,BHPRO-2012-03,05,51-BHPRO-2012-03-05,2017-07-26,indeterminate,,moderate,https://www.google.com/intl/en/ipv6/statistics.html,https://www.caida.org/catalog/datasets/ipv6_dnsnames/,2012-2017,"IPv6 deployment and responsive-address observations grew by far more than fivefold from 2012 to 2017, but comparable measurements do not reliably separate ordinary client or CPE endpoints from public server infrastructure.","The growth component is clear, but the frozen non-server endpoint classification cannot be established.","Aggregate IPv6 adoption was not substituted for direct reachability of enterprise or consumer endpoints.",Codex,2026-08-08,"Indeterminate due to population classification, not trend direction."
51,BHPRO-2012-03,06,51-BHPRO-2012-03-06,2017-07-26,not_fulfilled,0,moderate,https://www.rfc-editor.org/rfc/rfc7707,https://www.sans.org/white-papers/33969/,2017,"IPv6-specific covert channels and evasion concepts were documented, but the audit found fewer than three independent practical demonstrations by July 2017 satisfying concealment, IPv6-specific dependence and monitoring-evasion requirements together.","The three-demonstration threshold was not met.","Conceptual taxonomies, ordinary tunneling and encryption not dependent on IPv6 fields were excluded.",Codex,2026-08-08,"The threat was technically real but less publicly demonstrated than predicted."
51,BHPRO-2012-03,07,51-BHPRO-2012-03-07,2017-07-26,fulfilled,1,strong,https://www.rfc-editor.org/rfc/rfc7707,https://arxiv.org/abs/1607.05179,2016-2017,"RFC 7707, comprehensive-hitlist research and scanner practice explicitly state that exhaustive random or sequential IPv6 probing is infeasible and prescribe DNS, passive-flow, IPv4 correlation and address-pattern generation.","At least three authoritative sources supplied both the infeasibility finding and nonsequential alternatives.","Scanning a known narrow prefix was not treated as exhaustive Internet reconnaissance.",Codex,2026-08-08,"A precise technical forecast that clearly fulfilled."
59,CCC-2016-060,11,59-CCC-2016-060-11,2017-09-30,fulfilled,1,strong,https://www.macrumors.com/2017/02/24/cellebrite-lawful-unlocking-iphone-6/,https://cellebrite.com/en/cas-sales-inquiry/,2017,"In February 2017 Cellebrite publicly stated that its Advanced Investigative Service could unlock and extract the full file system from iPhone 6 and 6 Plus devices, extending its previously documented forensic access.","A qualifying publicly documented capability existed within the nine-month window.","The outcome is the capability to recover previously inaccessible user data; no claim that every passcode configuration was vulnerable is required.",Codex,2026-08-08,"Fulfilled two months after the talk."
51,BHPRO-2012-03,01,51-BHPRO-2012-03-01,2017-12-31,fulfilled,1,moderate,https://www.rfc-editor.org/rfc/rfc7381.html,https://www.cisco.com/c/en/us/td/docs/solutions/Enterprise/Campus/CampIPv6.html,2017,"Authoritative enterprise guidance documented material changes in address and identity management, perimeter filtering, reconnaissance and monitoring, DNS handling and dual-stack routing compared with conventional IPv4 designs.","At least three distinct changes were documented across standards guidance and multiple deployment-oriented architectures.","Generic claims of modernization were excluded; only named control or topology changes counted.",Codex,2026-08-08,"Fulfilled, though deployment evidence is less abundant than design guidance."
59,CCC-2016-060,01,59-CCC-2016-060-01,2017-12-31,fulfilled,1,moderate,https://www.ncsc.gov.uk/collection/device-security-guidance/managing-deployed-devices/updates,https://support.google.com/chrome/a/answer/7679408,2017,"By year end the sampled consumer platform families predominantly enabled security updates automatically by default, while government and vendor guidance endorsed prompt automatic updating as the secure baseline.","At least six of eight sampled families met the default-update rule and no comparable industry split opposed the principle.","Disputes over timing, bandwidth and user control were distinguished from rejection of automatic security updating itself.",Codex,2026-08-08,"The principle settled even though implementation controversies remained."
59,CCC-2016-060,05,59-CCC-2016-060-05,2017-12-31,fulfilled,1,strong,https://github.com/easylist/easylist,https://easylist.to/easylist/fanboy-annoyance.txt,2017,"Public filter lists used by mainstream ad blockers included rules for social widgets, newsletter prompts, cookie notices and other non-advertising page elements and user-interface content.","At least one operational and reproducible non-advertising content category was suppressed in 2017.","Tracker blocking tied only to advertising was not needed; the annoyance and social lists directly satisfy the broader content criterion.",Codex,2026-08-08,"Clear fulfilment through public version-controlled rules."
43,CCC-2017-073,01,43-CCC-2017-073-01,2018-12-31,not_fulfilled,0,moderate,https://robotattack.org/,https://www.usenix.org/conference/usenixsecurity18/presentation/bock,2017-2018,"ROBOT was publicly disclosed in December 2017 and presented at USENIX in 2018. Implementation advisories issued in 2018 largely concerned that same technique rather than a larger number of distinct newly disclosed adaptive-oracle attacks.","The deduplicated 2018 disclosure count did not exceed the 2017 count.","Conference republication and multiple vendor CVEs for one root technique were deduplicated under the frozen rule.",Codex,2026-08-08,"The apparent 2018 volume is sensitive to improperly counting downstream advisories."
43,CCC-2017-073,02,43-CCC-2017-073-02,2018-12-31,not_fulfilled,0,moderate,https://cve.mitre.org/cgi-bin/cvekey.cgi?keyword=random+2018,https://csrc.nist.gov/publications/detail/sp/800-90b/final,2017-2018,"The search found software RNG and seeding defects in 2018 but no deduplicated increase in disclosed hardware RNG or hardware key-generation designs with demonstrably attack-enabling entropy failure relative to the prominent 2017 ROCA class.","The qualifying 2018 hardware-disclosure count did not exceed 2017.","Software-only PRNG defects and theoretical distrust of hardware generators were excluded.",Codex,2026-08-08,"Non-fulfilment is robust to excluding ambiguous firmware cases from both years."
59,CCC-2016-060,06,59-CCC-2016-060-06,2018-12-31,indeterminate,,moderate,https://github.com/reek/anti-adblock-killer,https://github.com/gorhill/uBlock,2018,"Public anti-anti-adblock scripts and frequently updated distributed filter lists defeated site detection logic, but the surviving record does not establish that an implementation used adaptive algorithmic decision-making rather than centrally maintained rules.","The anti-anti-adblock function is clear; the frozen adaptive-or-distributed-algorithmic element remains ambiguous.","Ordinary subscription distribution and manual rule updates were not automatically treated as distributed computation or adaptation.",Codex,2026-08-08,"A boundary case created by the prediction's strong algorithmic wording."
59,CCC-2016-060,07,59-CCC-2016-060-07,2018-12-31,fulfilled,1,strong,https://arxiv.org/abs/1811.03194,https://arxiv.org/abs/1805.09155,2018,"AdVersarial publicly demonstrated adversarial examples and automated transformations that let publishers or ad networks evade perceptual and machine-learning ad blockers; the work included operational proof-of-concept attacks.","At least one publicly demonstrated adaptive automated evasion system existed by year end.","Static HTML renaming alone was excluded; the qualifying work adapted inputs against learned detection pipelines.",Codex,2026-08-08,"Fulfilled via demonstration, as the frozen rule allowed deployment or public demonstration."
36,BHKEY-2017-01,10,36-BHKEY-2017-01-10,2019-07-26,indeterminate,,weak,,,2017-2019,"Cybersecurity startups emerged from research presented at Black Hat, but the audit could not verify three launches by the deadline whose central products were directly traceable to specific Black Hat USA 2017 research or problems.","The three-startup direct-link threshold remains unverified.","Founder attendance, generic topic similarity and firms founded before the conference were excluded.",Codex,2026-08-08,"Public startup narratives seldom preserve the required conference-level causal link."
31,VB-2016-P01,01,31-VB-2016-P01-01,2019-10-07,indeterminate,,weak,,,2019,"The endpoint market consolidated around EPP and EDR/XDR language, but the proprietary 451 Research taxonomy and its exact top-level category mapping could not be reconstructed at the deadline.","The comparable taxonomy's category count is unavailable.","Gartner or vendor terminology was not substituted for the specifically named research taxonomy.",Codex,2026-08-08,"Indeterminate because the outcome source is paywalled and historically mutable."
130,CCC-2017-061,06,130-CCC-2017-061-06,2019-12-31,not_fulfilled,0,strong,https://www.abiresearch.com/press/fingerprint-sensor-shipments-reach-126-billion-2019-despite-growth-from-face-recognition,https://www.counterpointresearch.com/insights/one-billion-smartphones-feature-face-recognition-2020/,2019,"Simple camera-based face unlock spread widely, but secure depth-based or equivalently strong real-time facial authentication comparable to iPhone X remained concentrated in Apple and a minority of premium Android models; fingerprint shipments remained dominant.","Qualifying models did not account for at least half of global 2019 smartphone shipments.","Insecure 2D face unlock was excluded by the frozen comparability rule.",Codex,2026-08-08,"The broad feature diffused, but not the predicted security-equivalent implementation."
23,CCC-2018-085,01,23-CCC-2018-085-01,2019-12-31,indeterminate,,weak,,,2019,"Programmable controllers were ubiquitous across appliances, toys, vehicles and entertainment devices, but no qualifying 2019 product sample covers four of five frozen categories with an eighty-percent denominator.","The required category-level prevalence evidence is missing.","Examples and shipment totals for selected smart products were not extrapolated to all feature-bearing electrical products.",Codex,2026-08-08,"Conceptually likely, empirically untestable at the frozen threshold."
23,CCC-2018-085,02,23-CCC-2018-085-02,2019-12-31,fulfilled,1,strong,https://www.ftc.gov/system/files/documents/reports/internet-things-privacy-security-connected-world/final_iot_report.pdf,https://arxiv.org/abs/1911.03447,2019,"2019 measurement and incident records document persistent local or cloud storage of telemetry from smart TVs, cameras and smart-home or wearable devices, among other mass-market categories.","At least three distinct mass-market device categories satisfied the persistent-storage rule.","Transient network signaling alone was excluded; the cited systems retained viewing, device, account, video or sensor records.",Codex,2026-08-08,"A high-confidence cross-category fulfilment."
23,CCC-2018-085,03,23-CCC-2018-085-03,2019-12-31,fulfilled,1,strong,https://forums.wyze.com/t/updated-01-06-20-data-leak-12-26-2019/79046,https://www.vpnmentor.com/blog/report-orvibo-leak/,2019,"Distinct 2019 exposures affected connected cameras and home sensors (Wyze), a multi-category smart-home platform (Orvibo), and additional connected-device categories including children's devices and wearables documented in breach and vulnerability reporting.","At least three independent incidents or vulnerabilities exposed collected telemetry in three device categories.","One database spanning many Orvibo products was counted once; separate incidents supplied the category breadth.",Codex,2026-08-08,"The result survives conservative incident deduplication."
23,CCC-2018-085,04,23-CCC-2018-085-04,2019-12-31,fulfilled,1,moderate,https://support.apple.com/guide/security/gatekeeper-and-runtime-protection-sec5599b66df/web,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-overview,2019,"macOS Catalina expanded mandatory notarization and runtime checks, while Windows 10 introduced Windows Sandbox and additional default exploit-protection improvements. No authoritative cross-platform indicator established offsetting deterioration.","At least two sampled platforms introduced material hardening or isolation improvements in 2019.","Routine patch releases were excluded; notarization enforcement and disposable hardware-isolated environments qualify as architectural changes.",Codex,2026-08-08,"Fulfilled through the platform-change branch."
